Ref_Area,Year,Total_GHG,Energy_Per_Capita,Elec_Per_Capita,Renewable_%,Fossil_Elec_%,Renew_Elec_%,GDP_Total,GDP_Per_Capita,GDP_Per_Capita_PPP,Population,Urban_%,Industry_VA_%,Agri_VA_%,Forest_%,Agri_Land_%,Covid
AGO,2017,75.4336,481.0003577926609,315.19929707580053,52.5,28.727069559549307,84.22385696992272,84376935689.33658,2790.718868697683,10414.235884298676,30234839.0,65.0850525086068,37.098934510693525,14.928326001911252,54.762629341461455,36.70891152642978,0
AGO,2018,70.4651,428.6399101355219,370.7365733402924,52.5,20.65616396451514,88.12763842153564,89512794227.49503,2860.093648368199,10000.944377250891,31297155.0,65.8732136723372,41.18915940143864,13.33979056789306,54.31740595171251,36.71933905510548,0
AGO,2019,71.2087,444.1834636378527,411.2661028516756,51.0,28.29030751784404,85.06671109630123,80734428592.53683,2493.678844401766,9648.011037671778,32375632.0,66.6637823180533,42.225104513416234,12.391158567315602,53.872174540787675,36.7819042271597,0
AGO,2020,63.1592,423.4905038207078,439.11817393802994,60.1,24.843929935147585,84.59375377552253,58852456453.876854,1759.356199182642,8960.33797242389,33451132.0,67.4568270208187,36.70985112850875,15.02236742686762,53.42695115103875,36.78832116788321,1
AGO,2021,66.6019,430.74656947007986,394.7304141275437,52.9,27.16615364463947,91.16431221925656,79559543805.2963,2303.908126627765,8862.281333145209,34532429.0,68.2524163556969,38.172195095854065,16.561923695764047,52.98172238710194,36.830833400176466,1
AGO,2022,68.0352,437.56854375649306,373.0318277557737,52.9,27.114128021315743,91.16431221925656,131212208930.3441,3682.113151369797,8950.142592551425,35635029.0,69.0506188977513,34.9333591780179,18.989092980165253,52.53649723269432,36.94714045079009,0
AGO,2023,68.2808,448.8709033527133,379.1030104947752,52.9,27.114128021315743,91.16431221925656,107167747140.12744,2916.136632842746,8788.261064396353,36749906.0,69.8515032220457,35.12922672299873,20.689762325646782,52.0912696719339,36.947942568380526,0
AGO,2024,69.9229,448.8709033527133,379.1030104947752,52.899999999999984,27.114128021315743,91.16431221925652,100998916781.0789,2665.874447767527,8901.887366115625,37885849.0,70.6551379036435,34.567317456220046,22.069326284466687,52.0912696719339,36.947942568380526,0
ARE,2000,117.226,8956.949299019114,10724.544342113735,0.1,100.0,0.0,104337372362.15112,29865.502347066005,95390.70136423165,3493575.0,79.287092479995,48.51701163163952,2.2626500930374576,4.356941706561533,7.702055758941144,0
ARE,2001,129.7435,11703.275104551414,10875.257480012568,0.1,100.0,0.0,103311640571.81757,27745.17080876723,90750.34693293864,3723590.0,79.7469002624215,49.6763412859899,2.2382001623564887,4.368023092086736,7.913263869332582,0
ARE,2002,131.3144,10866.251881176757,11107.387587930329,0.1,100.0,0.0,109816201497.61745,27753.60895263462,87479.24488971151,3956826.0,80.2705602850306,47.54574758244483,2.20332258864369,4.37910447761194,7.969586032103633,0
ARE,2003,139.4106,10102.216856028528,11063.440841492233,0.1,100.0,0.0,124346358066.71204,29659.542856781132,89828.55539583201,4192457.0,80.8489432668434,49.12101291546045,1.9276839325365367,4.390185863137145,7.800619543790481,0
