Country,Lever,Reduction_Mt,Pct_of_Total
Thailand,Renewable_%,59.580727338257134,90.90214853765207
Thailand,Energy_Per_Capita,1.837368873486696,2.8032685352751825
Thailand,Forest_%,2.191965608190685,3.344275778540758
Thailand,Coal_Elec_%,2.9751166354278666,4.5391271035533265
Philippines,Renewable_%,18.736642298928984,49.79138190585232
Philippines,Energy_Per_Capita,12.529524638923192,33.29637917200735
Philippines,Forest_%,0.0,0.0
Philippines,Coal_Elec_%,8.058527388168784,21.415001064839583
