Country,Actual_2024,BAU_2030,Mit_2030,Stress_2030,Overshoot_Mt,Overshoot_Pct
Thailand,422.3873,413.8913208674188,348.34751547146766,443.13038092082354,29.239060053404728,7.064429375355477
Philippines,266.5973,283.31102120274807,245.68072940976865,303.3253282082145,20.014307005466435,7.064429375355448
